#Re    B    Pr    Pe    BPe    t    uh_rms    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    wrms    lam wrms    turb wrms    lam_Fr wrms    turb_Fr wrms    lam_Fr_vortz wrms    turb_Fr_vortz wrms    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    vortz_rms    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    3.7108e+01    3.0976e+00    5.5903e+00    3.2082e-01    1.4848e-01    5.2055e+02    5.4743e-01    4.6113e-01    2.8049e-01    1.2514e-01    3.7512e+02    5.5719e-01    5.0021e-01    4.5683e-01    2.5029e-01    1.1549e+03    5.0265e-01    3.9401e-01    2.6925e-01    1.1695e-01    3.4685e+02    5.5962e-01    5.0287e-01    3.9088e-01    2.0015e-01    8.0515e+02    5.2685e-01    4.2718e-01    2.9393e-01    1.3431e-01    4.1294e+02    5.5455e-01    4.9386e-01    5.4815e-01    3.1790e-01    1.8063e+03    4.5375e-01    3.4554e-01    8.1349e-01    1.8651e-01    6.2100e-01    3.7900e-01    9.2277e-01    7.7225e-02    2.5864e-01    7.1172e-01    8.3499e-02    2.2977e-01    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    3.8400e+01    2.5929e+00    4.4591e+00    2.3324e-01    9.3918e-02    4.7793e+02    4.8970e-01    3.7088e-01    2.1016e-01    8.0611e-02    3.7616e+02    4.9707e-01    3.9132e-01    3.3801e-01    1.7174e-01    1.0731e+03    4.4415e-01    3.2438e-01    2.0269e-01    7.5799e-02    3.5234e+02    4.9876e-01    3.9224e-01    2.9284e-01    1.3658e-01    7.7362e+02    4.6767e-01    3.4624e-01    2.1764e-01    8.5238e-02    4.0386e+02    4.9517e-01    3.8769e-01    3.9416e-01    2.1844e-01    1.5405e+03    4.0302e-01    2.9843e-01    8.5398e-01    1.4602e-01    7.0188e-01    2.9812e-01    9.3484e-01    6.5161e-02    1.9212e-01    4.9179e-01    7.4097e-02    1.8967e-01    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    3.9994e+01    2.2388e+00    2.3896e+00    1.3434e-01    4.7181e-02    3.5147e+02    4.4037e-01    2.8710e-01    1.2750e-01    4.4500e-02    3.3090e+02    4.4076e-01    2.8747e-01    2.1587e-01    8.9927e-02    6.7955e+02    4.3408e-01    2.8418e-01    1.2488e-01    4.2645e-02    3.2340e+02    4.3908e-01    2.8345e-01    1.7551e-01    7.0778e-02    4.9746e+02    4.4701e-01    2.9915e-01    1.3012e-01    4.5825e-02    3.3867e+02    4.4124e-01    2.8872e-01    2.7922e-01    1.2000e-01    1.0386e+03    3.9098e-01    2.5739e-01    9.4099e-01    5.9014e-02    8.3874e-01    1.6126e-01    9.8171e-01    1.8289e-02    1.2063e-01    2.8677e-01    5.3880e-02    1.2809e-01    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    4.1848e+01    2.0055e+00    1.8008e+00    8.9752e-02    2.3798e-02    2.5148e+02    4.0123e-01    2.2112e-01    8.8872e-02    2.3107e-02    2.4778e+02    3.9995e-01    2.1861e-01    1.1994e-01    5.1624e-02    4.0054e+02    4.4982e-01    2.7884e-01    8.8497e-02    2.1912e-02    2.4534e+02    3.9576e-01    2.1132e-01    1.0136e-01    4.2500e-02    3.1235e+02    4.5191e-01    2.8987e-01    8.9210e-02    2.3528e-02    2.4995e+02    4.0106e-01    2.2021e-01    1.7275e-01    8.4513e-02    5.9468e+02    4.3686e-01    2.9891e-01    9.7578e-01    2.4220e-02    9.0838e-01    9.1619e-02    9.9557e-01    4.4287e-03    8.8537e-02    1.1395e-01    4.4146e-02    5.6818e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    4.4149e+01    1.9564e+00    1.9601e+00    9.8742e-02    2.9596e-02    2.1621e+02    4.3651e-01    2.9111e-01    9.3871e-02    2.8410e-02    2.1246e+02    4.3541e-01    2.8630e-01    1.9530e-01    6.5497e-02    3.2960e+02    4.6859e-01    3.7349e-01    9.1630e-02    2.7361e-02    2.1042e+02    4.3328e-01    2.8062e-01    1.4267e-01    4.7107e-02    2.6151e+02    4.6105e-01    3.5082e-01    9.5833e-02    2.9017e-02    2.1404e+02    4.3637e-01    2.8912e-01    3.0430e-01    1.1429e-01    5.3331e+02    4.5637e-01    3.9133e-01    9.6802e-01    3.1985e-02    8.8680e-01    1.1320e-01    9.9321e-01    6.7855e-03    8.6712e-02    1.6595e-01    4.4323e-02    8.4824e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    4.6382e+01    1.9224e+00    2.1786e+00    8.3205e-02    3.0077e-02    2.2038e+02    4.4083e-01    2.9050e-01    8.2182e-02    2.9048e-02    2.1552e+02    4.4070e-01    2.8793e-01    9.9662e-02    4.8391e-02    3.0690e+02    4.4320e-01    3.2113e-01    8.1532e-02    2.7404e-02    2.1243e+02    4.3845e-01    2.7903e-01    9.1610e-02    4.4326e-02    2.6278e+02    4.5333e-01    3.3601e-01    8.2817e-02    2.9690e-02    2.1848e+02    4.4064e-01    2.8962e-01    1.1116e-01    6.2687e-02    3.8083e+02    4.5654e-01    3.3058e-01    9.4679e-01    5.3206e-02    8.4207e-01    1.5793e-01    9.8828e-01    1.1722e-02    7.9779e-02    9.4571e-02    4.1499e-02    4.9194e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    4.8495e+01    1.8784e+00    2.1985e+00    9.3751e-02    3.0098e-02    2.3098e+02    4.4335e-01    2.8105e-01    8.9665e-02    2.8677e-02    2.2173e+02    4.4347e-01    2.7953e-01    1.4813e-01    5.5048e-02    3.9324e+02    4.4130e-01    2.9575e-01    8.8036e-02    2.7291e-02    2.1700e+02    4.4205e-01    2.7394e-01    1.2283e-01    4.7117e-02    3.1570e+02    4.5116e-01    3.0927e-01    9.1008e-02    2.9530e-02    2.2569e+02    4.4416e-01    2.8189e-01    2.0487e-01    6.7258e-02    5.7731e+02    3.8719e-01    2.5899e-01    9.4610e-01    5.3897e-02    8.5842e-01    1.4158e-01    9.8496e-01    1.5042e-02    8.4980e-02    1.5723e-01    4.5240e-02    8.3705e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.1156e+01    1.7110e+00    1.9690e+00    6.5831e-02    2.1300e-02    1.7950e+02    4.2344e-01    2.6253e-01    6.5191e-02    2.0434e-02    1.7718e+02    4.2194e-01    2.5705e-01    8.0511e-02    4.3501e-02    2.3909e+02    4.6020e-01    3.5310e-01    6.4530e-02    1.9607e-02    1.7514e+02    4.2015e-01    2.5142e-01    7.6386e-02    3.6279e-02    2.1810e+02    4.5145e-01    3.3289e-01    6.5613e-02    2.0980e-02    1.7859e+02    4.2305e-01    2.6059e-01    8.4970e-02    5.3553e-02    2.7151e+02    4.6103e-01    3.7175e-01    9.6244e-01    3.7563e-02    8.9845e-01    1.0155e-01    9.9017e-01    9.8332e-03    6.2000e-02    7.2968e-02    3.6236e-02    4.2647e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.3687e+01    1.8258e+00    2.0709e+00    7.5077e-02    2.8864e-02    1.6283e+02    4.7602e-01    3.4717e-01    7.4640e-02    2.8279e-02    1.5990e+02    4.7628e-01    3.4665e-01    8.4386e-02    4.2133e-02    2.2933e+02    4.7003e-01    3.5532e-01    7.4292e-02    2.7374e-02    1.5829e+02    4.7481e-01    3.4158e-01    8.0217e-02    3.9021e-02    1.9374e+02    4.8420e-01    3.7665e-01    7.4837e-02    2.8656e-02    1.6138e+02    4.7633e-01    3.4756e-01    9.6953e-02    5.0586e-02    3.1436e+02    4.4271e-01    3.2558e-01    9.5777e-01    4.2229e-02    8.7202e-01    1.2798e-01    9.9053e-01    9.4705e-03    7.4223e-02    8.0628e-02    4.0652e-02    4.4160e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.5828e+01    2.1156e+00    2.2647e+00    8.2641e-02    2.8840e-02    1.8100e+02    4.6264e-01    3.2341e-01    8.1506e-02    2.7654e-02    1.7489e+02    4.6261e-01    3.2174e-01    9.8141e-02    4.6684e-02    2.7290e+02    4.6318e-01    3.3915e-01    8.0360e-02    2.6100e-02    1.7088e+02    4.6045e-01    3.1422e-01    9.2392e-02    4.1417e-02    2.2745e+02    4.7256e-01    3.5329e-01    8.2140e-02    2.8459e-02    1.7804e+02    4.6307e-01    3.2411e-01    1.1118e-01    5.4389e-02    3.7929e+02    4.3335e-01    3.0079e-01    9.3766e-01    6.2338e-02    8.2111e-01    1.7889e-01    9.8529e-01    1.4709e-02    7.6327e-02    9.5563e-02    3.6078e-02    4.5170e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.7801e+01    2.0874e+00    2.4035e+00    1.0769e-01    3.8603e-02    2.3512e+02    4.6718e-01    3.3001e-01    1.0326e-01    3.6178e-02    2.2020e+02    4.6736e-01    3.3016e-01    1.5603e-01    7.1640e-02    4.3831e+02    4.6474e-01    3.2901e-01    1.0119e-01    3.4636e-02    2.1326e+02    4.6625e-01    3.2761e-01    1.3593e-01    5.8699e-02    3.4583e+02    4.7186e-01    3.3739e-01    1.0520e-01    3.7348e-02    2.2574e+02    4.6765e-01    3.3170e-01    1.8499e-01    9.2048e-02    6.3427e+02    4.4677e-01    3.0332e-01    9.3163e-01    6.8368e-02    8.3514e-01    1.6486e-01    9.7706e-01    2.2942e-02    1.0039e-01    1.8458e-01    4.8093e-02    8.8425e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.9728e+01    1.8772e+00    2.2031e+00    9.5184e-02    3.3633e-02    2.0778e+02    4.7222e-01    3.2688e-01    9.2472e-02    3.2159e-02    2.0068e+02    4.7220e-01    3.2466e-01    1.3649e-01    6.1346e-02    3.4112e+02    4.7257e-01    3.5044e-01    9.1583e-02    3.0984e-02    1.9838e+02    4.7062e-01    3.1906e-01    1.1500e-01    5.0035e-02    2.6595e+02    4.8200e-01    3.6078e-01    9.3388e-02    3.2948e-02    2.0347e+02    4.7277e-01    3.2696e-01    1.7769e-01    7.9144e-02    4.9398e+02    4.3423e-01    3.2462e-01    9.4950e-01    5.0502e-02    8.6093e-01    1.3907e-01    9.8517e-01    1.4826e-02    9.0746e-02    1.4069e-01    4.8342e-02    7.4950e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.1965e+01    1.7582e+00    2.0133e+00    7.2708e-02    2.3120e-02    1.6238e+02    4.4468e-01    2.9931e-01    7.1789e-02    2.2342e-02    1.5869e+02    4.4448e-01    2.9696e-01    9.3208e-02    4.3041e-02    2.5690e+02    4.4968e-01    3.3450e-01    7.1393e-02    2.1514e-02    1.5688e+02    4.4228e-01    2.9148e-01    8.2836e-02    3.6478e-02    2.0806e+02    4.6414e-01    3.4468e-01    7.2194e-02    2.2784e-02    1.6026e+02    4.4481e-01    2.9899e-01    1.1144e-01    5.5298e-02    3.6533e+02    4.3119e-01    3.1229e-01    9.6243e-01    3.7569e-02    8.9264e-01    1.0736e-01    9.8967e-01    1.0329e-02    6.9760e-02    8.5941e-02    3.9678e-02    4.8881e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.4458e+01    1.7909e+00    1.9427e+00    6.4384e-02    2.1695e-02    1.4300e+02    4.5636e-01    3.1278e-01    6.4265e-02    2.1283e-02    1.4162e+02    4.5674e-01    3.1075e-01    6.7874e-02    3.4073e-02    1.8442e+02    4.4480e-01    3.5661e-01    6.3610e-02    2.0480e-02    1.4041e+02    4.5566e-01    3.0439e-01    7.0638e-02    3.2048e-02    1.6509e+02    4.6226e-01    3.6803e-01    6.4399e-02    2.1592e-02    1.4255e+02    4.5657e-01    3.1244e-01    6.2019e-02    3.7518e-02    2.1235e+02    4.2357e-01    3.4642e-01    9.6781e-01    3.2185e-02    8.9499e-01    1.0501e-01    9.9350e-01    6.4965e-03    6.0743e-02    6.7432e-02    3.3917e-02    3.7653e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.6848e+01    1.7868e+00    2.0344e+00    7.0513e-02    2.5340e-02    1.5615e+02    4.6654e-01    3.2743e-01    6.9854e-02    2.4412e-02    1.5163e+02    4.6647e-01    3.2569e-01    8.3391e-02    4.5228e-02    2.5299e+02    4.6806e-01    3.4910e-01    6.9069e-02    2.3168e-02    1.4801e+02    4.6478e-01    3.1954e-01    8.0737e-02    4.1992e-02    2.1853e+02    4.7984e-01    3.6568e-01    7.0258e-02    2.5119e-02    1.5432e+02    4.6688e-01    3.2811e-01    8.7943e-02    4.2276e-02    2.9701e+02    4.3974e-01    2.9924e-01    9.5543e-01    4.4573e-02    8.8466e-01    1.1534e-01    9.8717e-01    1.2833e-02    6.7630e-02    7.8667e-02    3.7850e-02    4.4027e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.9104e+01    1.7599e+00    2.0964e+00    7.9479e-02    2.9151e-02    1.7086e+02    4.7280e-01    3.3856e-01    7.7653e-02    2.7739e-02    1.6695e+02    4.7098e-01    3.3265e-01    1.1210e-01    5.9930e-02    2.5606e+02    5.1086e-01    4.1250e-01    7.6382e-02    2.6655e-02    1.6478e+02    4.6947e-01    3.2672e-01    1.0024e-01    4.8447e-02    2.1780e+02    4.9778e-01    4.0023e-01    7.8626e-02    2.8527e-02    1.6873e+02    4.7221e-01    3.3652e-01    1.2567e-01    7.3024e-02    3.2054e+02    5.1241e-01    4.0598e-01    9.5613e-01    4.3874e-02    8.8547e-01    1.1453e-01    9.8597e-01    1.4030e-02    7.3507e-02    1.0227e-01    4.1769e-02    5.8111e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.1679e+01    1.7885e+00    2.0767e+00    6.7860e-02    2.1417e-02    1.4194e+02    4.5232e-01    3.1162e-01    6.6942e-02    2.0603e-02    1.4086e+02    4.5062e-01    3.0498e-01    8.5514e-02    3.9232e-02    1.6554e+02    4.8807e-01    4.1554e-01    6.6216e-02    1.9831e-02    1.3974e+02    4.4939e-01    2.9861e-01    7.8504e-02    3.2630e-02    1.5746e+02    4.7249e-01    3.8336e-01    6.7548e-02    2.1021e-02    1.4157e+02    4.5138e-01    3.0817e-01    9.2906e-02    5.9223e-02    1.7675e+02    5.3457e-01    5.0130e-01    9.5632e-01    4.3681e-02    8.7605e-01    1.2395e-01    9.8963e-01    1.0369e-02    6.6493e-02    7.5448e-02    3.7178e-02    4.2185e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.4185e+01    1.8252e+00    2.2734e+00    7.6626e-02    3.0184e-02    1.7453e+02    4.8130e-01    3.4160e-01    7.5972e-02    2.9095e-02    1.6988e+02    4.8244e-01    3.3942e-01    8.5645e-02    4.6135e-02    2.4273e+02    4.6436e-01    3.6314e-01    7.5542e-02    2.7913e-02    1.6642e+02    4.8158e-01    3.3475e-01    8.2072e-02    4.2083e-02    2.1704e+02    4.7983e-01    3.6776e-01    7.6360e-02    2.9816e-02    1.7247e+02    4.8207e-01    3.4151e-01    9.0177e-02    5.0555e-02    2.8871e+02    4.3680e-01    3.4440e-01    9.3609e-01    6.3913e-02    8.3969e-01    1.6031e-01    9.8226e-01    1.7742e-02    7.3794e-02    8.2093e-02    4.0430e-02    4.4977e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.6602e+01    1.6542e+00    1.8669e+00    6.7374e-02    2.3073e-02    1.4040e+02    4.6766e-01    3.3022e-01    6.7259e-02    2.2786e-02    1.3944e+02    4.6810e-01    3.2895e-01    7.1531e-02    3.3824e-02    1.7601e+02    4.5090e-01    3.6569e-01    6.7196e-02    2.2308e-02    1.3880e+02    4.6735e-01    3.2531e-01    6.9485e-02    3.2318e-02    1.5966e+02    4.7145e-01    3.7783e-01    6.7279e-02    2.2931e-02    1.3982e+02    4.6788e-01    3.2976e-01    7.8839e-02    4.1860e-02    2.1645e+02    4.3894e-01    3.6716e-01    9.7394e-01    2.6065e-02    9.2354e-01    7.6457e-02    9.9246e-01    7.5379e-03    6.6411e-02    7.0225e-02    4.0147e-02    4.2452e-02    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.9176e+01    1.7892e+00    2.2315e+00    7.7331e-02    2.8793e-02    1.6332e+02    4.7735e-01    3.4594e-01    7.6279e-02    2.7690e-02    1.5701e+02    4.7767e-01    3.4601e-01    9.1819e-02    4.5512e-02    2.5898e+02    4.7250e-01    3.4521e-01    7.5616e-02    2.6677e-02    1.5279e+02    4.7822e-01    3.4374e-01    8.6837e-02    4.1388e-02    2.2598e+02    4.7217e-01    3.5461e-01    7.6773e-02    2.8373e-02    1.6026e+02    4.7777e-01    3.4689e-01    1.0144e-01    4.9816e-02    3.1650e+02    4.5595e-01    3.2074e-01    9.3813e-01    6.1874e-02    8.5614e-01    1.4386e-01    9.8044e-01    1.9557e-02    7.3315e-02    8.7087e-02    4.0977e-02    4.8675e-02    



# Index 001: Re = 600.00, Pe =  60.00, B = 180.00
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.6193e+00    1.5382e+00    2.4017e+00    3.8214e-07    3.7365e-14    5.7681e+00    1.6355e-10    1.1660e-11    3.8203e-07    3.8078e-14    4.4779e+00    1.7582e-10    1.5306e-11    3.8286e-07    3.2789e-14    1.4043e+01    7.3058e-12    4.2029e-12    3.7670e-07    3.8323e-14    3.8995e+00    1.8676e-10    1.7690e-11    3.9946e-07    3.4224e-14    1.1895e+01    9.8103e-12    5.1788e-12    3.8274e-07    3.7811e-14    5.1120e+00    1.6837e-10    1.3314e-11    3.7203e-07    2.9911e-14    1.6736e+01    4.9809e-12    3.2171e-12    8.6511e-01    1.3489e-01    7.6630e-01    2.3370e-01    9.4355e-01    5.6447e-02    3.6806e-07    3.9109e-07    2.3928e-07    2.5425e-07    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    7.7999e+00    2.1013e+00    3.1006e+00    2.5025e-07    7.3930e-14    9.6136e+00    3.4441e-10    1.3842e-11    2.4331e-07    7.4800e-14    6.4666e+00    3.9709e-10    2.0821e-11    2.7018e-07    7.1295e-14    1.9148e+01    1.6927e-11    6.7019e-12    2.4476e-07    7.6307e-14    5.3570e+00    4.5693e-10    2.5640e-11    2.5725e-07    7.0820e-14    1.5184e+01    2.5154e-11    8.3954e-12    2.4758e-07    7.4921e-14    8.1095e+00    3.6034e-10    1.6630e-11    2.7684e-07    6.3463e-14    2.5494e+01    9.1637e-12    4.4808e-12    7.5184e-01    2.4816e-01    5.6684e-01    4.3316e-01    9.1347e-01    8.6526e-02    2.3886e-07    2.6404e-07    1.1367e-07    1.2566e-07    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.0394e+01    2.5449e+00    3.5682e+00    1.1644e-06    2.9403e-12    1.2732e+01    7.4841e-09    4.1569e-10    1.1290e-06    2.8703e-12    7.1031e+00    8.8585e-09    7.2737e-10    1.2476e-06    3.1129e-12    2.6625e+01    7.5320e-10    2.1045e-10    1.1693e-06    2.8346e-12    5.8520e+00    1.0694e-08    8.7190e-10    1.1599e-06    3.0382e-12    1.9110e+01    1.3855e-09    2.8617e-10    1.1614e-06    2.9494e-12    9.3437e+00    7.9426e-09    5.6817e-10    1.1887e-06    2.8685e-12    3.9518e+01    3.0059e-10    1.3066e-10    7.1168e-01    2.8832e-01    4.8110e-01    5.1890e-01    8.8772e-01    1.1228e-01    1.0681e-06    1.1802e-06    4.1968e-07    4.6376e-07    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.2528e+01    3.0663e+00    3.9418e+00    4.8724e-06    7.0027e-11    1.5538e+01    2.8147e-07    8.1123e-09    4.5754e-06    5.6387e-11    6.8973e+00    3.4667e-07    1.4715e-08    5.3929e-06    9.5999e-11    3.1991e+01    3.5144e-08    5.4015e-09    4.3605e-06    4.8483e-11    5.1376e+00    4.3491e-07    1.6986e-08    5.2004e-06    8.5085e-11    2.2807e+01    4.8910e-08    6.7151e-09    4.7658e-06    6.6875e-11    1.0543e+01    2.9950e-07    1.1418e-08    5.6124e-06    9.3819e-11    5.3251e+01    1.0991e-08    3.1713e-09    6.5567e-01    3.4433e-01    4.1140e-01    5.8860e-01    8.8304e-01    1.1696e-01    4.7605e-06    5.3808e-06    1.5525e-06    1.7548e-06    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.4550e+01    3.3554e+00    3.7716e+00    2.4165e-05    1.8095e-09    1.4225e+01    7.2725e-06    2.2897e-07    2.2973e-05    1.7157e-09    7.5405e+00    8.7706e-06    4.0955e-07    2.6563e-05    2.0129e-09    2.8704e+01    9.1363e-07    1.2623e-07    2.1884e-05    1.5134e-09    5.7751e+00    1.1014e-05    4.7170e-07    2.5754e-05    2.0333e-09    2.0609e+01    1.0942e-06    1.7759e-07    2.3310e-05    1.6839e-09    1.1094e+01    7.5605e-06    2.7322e-07    3.2834e-05    3.3413e-09    5.2390e+01    9.1381e-07    1.1480e-07    6.8413e-01    3.1587e-01    4.3036e-01    5.6964e-01    9.2416e-01    7.5836e-02    2.4174e-05    2.9341e-05    7.2043e-06    8.7443e-06    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.6531e+01    3.4899e+00    3.5837e+00    6.1642e-05    1.0254e-08    1.2843e+01    3.4092e-05    1.4371e-06    6.0805e-05    9.7963e-09    6.9322e+00    3.9296e-05    2.5437e-06    6.4101e-05    1.1633e-08    3.0670e+01    3.2002e-06    6.8273e-07    6.0622e-05    9.8571e-09    5.3495e+00    4.9037e-05    3.3167e-06    6.2560e-05    1.0616e-08    1.9690e+01    5.1925e-06    9.7049e-07    6.0371e-05    9.8280e-09    9.6546e+00    3.5170e-05    1.8323e-06    7.8753e-05    1.6848e-08    6.2230e+01    2.2820e-06    4.8732e-07    7.5102e-01    2.4898e-01    4.7749e-01    5.2251e-01    9.3936e-01    6.0636e-02    5.2968e-05    6.8338e-05    1.5177e-05    1.9581e-05    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.8515e+01    3.6930e+00    3.4992e+00    1.3004e-04    3.6279e-08    1.2244e+01    1.4018e-04    5.3333e-06    1.2053e-04    3.1631e-08    6.4334e+00    1.5859e-04    8.8499e-06    1.5932e-04    5.2817e-08    3.2917e+01    9.0993e-06    2.8881e-06    1.1659e-04    2.8986e-08    4.9898e+00    1.9443e-04    1.0456e-05    1.4306e-04    4.4097e-08    2.0021e+01    1.3911e-05    3.9647e-06    1.2779e-04    3.5813e-08    9.3256e+00    1.4432e-04    6.9125e-06    1.6298e-04    4.4040e-08    6.0868e+01    3.7749e-06    1.3024e-06    7.8059e-01    2.1941e-01    5.1737e-01    4.8263e-01    9.4338e-01    5.6623e-02    1.1667e-04    1.5746e-04    3.1591e-05    4.2636e-05    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.0260e+01    3.9553e+00    3.5772e+00    3.8720e-04    2.9128e-07    1.2797e+01    4.0032e-04    4.0970e-05    4.0020e-04    3.1346e-07    6.7955e+00    4.5327e-04    8.3022e-05    3.3769e-04    2.1354e-07    3.3833e+01    4.2718e-05    1.1361e-05    3.9674e-04    3.1781e-07    4.9540e+00    5.5956e-04    1.1546e-04    3.7817e-04    2.6676e-07    2.0046e+01    1.3770e-04    2.3953e-05    3.9042e-04    2.9893e-07    9.7544e+00    4.1243e-04    5.5159e-05    3.3044e-04    1.6692e-07    6.2257e+01    1.4383e-05    4.8260e-06    7.7805e-01    2.2195e-01    4.8035e-01    5.1965e-01    9.4206e-01    5.7942e-02    3.4729e-04    3.5340e-04    8.7804e-05    8.9350e-05    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.2003e+01    4.1163e+00    3.5126e+00    1.1404e-03    2.6649e-06    1.2340e+01    8.1657e-03    3.8856e-04    1.1855e-03    2.9997e-06    7.6944e+00    9.2667e-03    7.0126e-04    9.6811e-04    1.5074e-06    2.8403e+01    5.7195e-04    9.5517e-05    1.1830e-03    2.9216e-06    6.2392e+00    1.1928e-02    8.4215e-04    1.1027e-03    2.4462e-06    1.7541e+01    1.4971e-03    2.5095e-04    1.1566e-03    2.7603e-06    1.0145e+01    8.3502e-03    4.8950e-04    6.9503e-04    5.7953e-07    6.0368e+01    5.1973e-05    1.7280e-05    7.7565e-01    2.2435e-01    4.6018e-01    5.3982e-01    9.5629e-01    4.3710e-02    1.1642e-03    9.1720e-04    2.8283e-04    2.2282e-04    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.3805e+01    4.3076e+00    3.5969e+00    2.4516e-03    1.2309e-05    1.2948e+01    2.0509e-02    1.7083e-03    2.4941e-03    1.3439e-05    7.4310e+00    2.3878e-02    3.2447e-03    2.3287e-03    9.1565e-06    2.8343e+01    1.7994e-03    5.8117e-04    2.5666e-03    1.3863e-05    5.5422e+00    3.1755e-02    4.4821e-03    2.3702e-03    1.1254e-05    1.7979e+01    4.6171e-03    1.1254e-03    2.4780e-03    1.2736e-05    1.0606e+01    2.0965e-02    2.1570e-03    1.7658e-03    2.8083e-06    6.5036e+01    2.1188e-04    7.7720e-05    7.3618e-01    2.6382e-01    4.0452e-01    5.9548e-01    9.5696e-01    4.3035e-02    2.6197e-03    2.1785e-03    6.0816e-04    5.0573e-04    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.5480e+01    4.3536e+00    3.5150e+00    5.6516e-03    6.2863e-05    1.2414e+01    4.6533e-02    9.0329e-03    5.8277e-03    6.9560e-05    7.2475e+00    5.2809e-02    1.6982e-02    5.0215e-03    4.0572e-05    2.9608e+01    9.5073e-03    2.4605e-03    5.8605e-03    6.9077e-05    5.6449e+00    6.3917e-02    2.1552e-02    5.4832e-03    5.8014e-05    1.7696e+01    2.5827e-02    5.8665e-03    5.7303e-03    6.4988e-05    9.9273e+00    4.7608e-02    1.1646e-02    3.5742e-03    1.7387e-05    6.5614e+01    1.0167e-03    4.7675e-04    7.6897e-01    2.3103e-01    4.3831e-01    5.6169e-01    9.5535e-01    4.4648e-02    5.6403e-03    4.6639e-03    1.2956e-03    1.0713e-03    
